rank_valor,score_valor,valor,friccion,razon_social,telefono,email,web,crm_detectado,fichas_publicadas,ventas_rango_cop,municipios,por_que_valor,por_que_friccion,nit,categorias_gremio,direccion,web_viva,wasi_plan,wasi_cliente_desde,ventas_anio,patrimonio_neto_cop,forma_juridica,ciiu_actividad,meta_pixel,google_analytics,whatsapp_en_web,chat_automatizado,version_ingles,angulo_de_entrada,compite_con_diamond,pts_fit_tecnico,pts_capacidad_pago,pts_facturacion,pts_invierte_adq,pts_accesibilidad,pts_dolor,nota_fit,nota_tamano,nota_adquisicion,nota_acceso,telefono_rues,direccion_rues,fuente,fecha_captura
110,21,15,6,Ópalo Inmobiliaria S.A.S,+576043225392,administrativa@opalogroup.co,http://www.opaloinmobiliaria.com.co/,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,Carrera 48 No 26Sur - 181 Ofc. 201,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
111,21,15,6,Orientamos S.A.S,+576044449400,marthalibia@orientamos.com,http://www.orientamos.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles,Centro Comercail Premium Plaza local 4450,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
112,21,15,6,Rentamos Propiedad Raíz Medellín S.A.S,+576044483250,simonperez.rentamos@gmail.com,http://www.rentamospropiedadraiz.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Carrera 43 A No 18 Sur 174 Local 256 Mall la Frontera,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
113,21,15,6,Santa Juana Inmobiliaria S.A,+576043212736,protecciondedatos@santajuana.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,Carrera 25 a No 1 a sur 45 of. 2222,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
114,21,15,6,Trivento S.A.S,+576044486619,triventoinmobiliaria@hotmail.com,http://www.triventoinmobiliaria.co/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,"Circular 8 #36 - 07 Primer piso, Barrio Laureles",NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
115,21,15,6,Inmobiliaria Los Pinos S.A.S,+573206712737,inmobiliarialospinos55@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,"Clle 17#40B - 320. Unidad terra verde, Bloque 3 Interior 607",NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
116,21,15,6,Especial Con Propiedad S.A.S,+576043122863,conpropiedad@especial.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Arrendamiento y administración de inmuebles,Cra 45#14-198 piso 2,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
117,21,15,6,Zona Centro Inmobiliaria S.A.S.,+576042515154,yudy.zapata@zci.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Arrendamiento y administración de inmuebles,Calle 50 Nro 54-25 Ed Mercedes Sierra,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
118,21,15,6,Propiedades Y Bienes El Diamante S.A.S.,+573044697597,pybdiamante220@hotmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal | Arrendamiento y administración de inmuebles,Cra 99 96 35,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
119,21,15,6,Herencia Inmobiliaria S.A.S,+573234213042,herenciainmobiliariasas@gmail.com,http://www.herenciainmobiliaria.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Arrendamiento y administración de inmuebles,Clle 49 # 65 A - 28 INT 201 - suramericana,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
120,21,15,6,Pontum S.A.S,+573137287266,sac@pontum.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles,Calle 81 No 52 A 64,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
121,21,15,6,Nex Capital S.A.S,+573160174465,comercial@nexcapital.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles,Carrera 43 B 16 41 Oficina 606,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,6,,sin web accesible,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
122,21,15,6,Grupo Integra Propiedad Raíz S.A.S.,+576045919895,direccionadministrativa@integrapropiedadraiz.com,http://www.grupointegrapr.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Corretaje,Carrera 43ª #16 SUR -170 oficina 804 edificio Panalpina Poblado,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
123,21,15,6,Veo Inmobiliaria S.A.S,+573206345637,gerencia@veoinmobiliaria.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Corretaje,Calle 7D # 43 A - 40 Poblado,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
124,21,15,6,Felicidad Patrimonial S.A.S,+573204670626,gerencia@bancosalamano.com,,,,,Sabaneta,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Otros servicios,CL 63 B SUR 32 550,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
125,21,15,6,Derecho Y Valoración Inmobiliaria S.A.S,+573007429494,gerencia@derechoyvaloracion.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Avalúos | Otros servicios,AVENIDA 33 # 57-29 CASA 49,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
126,21,15,6,Grupo Clever S.A.S,+573113725800,gerencia@grupoclever.co,,,,,Bello,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Administración de propiedad horizontal,Diagonal 55 Avenida 37 - 41 INT 509,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
127,21,15,6,Gesvalt Latam S.A.S,+576043224424,direccion.administrativa@gesvalt.com.co,,,,,Sabaneta,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Avalúos,CL 45 A SUR 39 B 226 INT 206,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,10,,sin web accesible,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
128,21,15,6,Grupo Redi S.A.S,+573107161439,sara.florez@redigroup.com,http://www.redigroup.co/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje,"Circular 2 #74 - 66, Segundo piso, Medellín",NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
129,21,15,6,3s Realty International-Medellin S.A.S,+14074464445,3srealtydocs@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje,CIRCULAR 2 #74-58,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
130,21,15,6,Aymaco S.A.S,+576043335590,aymacosas@gmail.com,,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal | Corretaje | Avalúos,Calle 46 A # 29 SUR 15 Unidad residencial Vía serrano,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
131,21,15,6,Quintero Arbeláez S.A.S,+573167386285,administrativa@quinteroarbelaez.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Avalúos,Calle 56 N° 45 112,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
132,21,15,6,Sentido Inmobiliario S.A,+576044483456,fdsentidoi@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Avalúos,Cra 43A # 1 - 50 Torre 3 Of 1003,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
133,21,15,6,Inversiones Cielito Lindo S.A.S.,+576046090200,jsanchez@cielitolindo.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje,Cra. 59 A #14- 95 Barrio San Pablo Medellín Edificio Stop,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
134,21,15,6,Green Mango S.A.S. Con Establecimiento De Comercio Guatape Properties,+573042799784,greenmangosas@gmail.com,https://www.propertyfinder.com.co/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje,Calle 54 # 40 - 58 Apto. 701 Edificio Altamar Medellín,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
135,21,15,6,Gerencia De Propiedad Horizontal S.A.S » Gph S.A.S»,+573165295523,mapaga50@hotmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal,"Clle 42 # 63 - 107 Centro residencial Colseguro, torre 2, Apto 1009",NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
136,21,15,6,Botero Yepes Asociados S.A.S,+576043513747,rboteroy@boteroyepes.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal,Cra 34 # 11 B 70 Oficina 202 Ed. San Sebastián de las Lomas,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
137,21,15,6,Conpropiedad S.A.S,+573206940987,conpropiedad@conpropiedad.com,,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal,CALLE 27 A SUR # 47 -70,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
138,21,15,6,Consultoría Inmobiliaria S.A,+576043110264,joseagonzalezlopez@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Otros servicios,Clle 7B # 27-30 apto1105,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
139,21,15,6,Patria Asset Management S.A,+576044041158,drisaza@bancolombia.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Otros servicios,Cra 48 # 26 - 85 Torre Sur Piso5 Sector E,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
140,21,15,6,Grupo Ocho P.H S.A.S,+576045898536,grupo8ph@gmail.com,,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal,calle 18b sur # 38 54,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
141,21,15,6,Avanto Tech S.A.S,+576043663904,juyepes@avanto.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Otros servicios,Cra 43 - 3 Sur 81 Torre 2 Ofc 719,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
142,21,15,6,Empatía.Co Ltda,+576044441118,empatia@empatia.com.co,,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Otros servicios,Clle 40B SUR 40 A - 20 piso 2,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
143,21,15,6,Aei Constructores S.A.S.,+576044244170,gloriac2078@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,,Cra. 47 #50 - 24 Ofc 510 Edf. Furatena,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
144,21,15,6,Administrar Uribe Sanin S.A.S,+573006156361,auribesanin@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal,Carrera 43C No. 1 - 75 apto 1404,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
145,21,15,6,Valencia Mejia Administradores S.A.S,+573116106285,lmejia.vm@hotmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal,Calle 5 A # 43 B - 25,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
146,21,15,6,Apriori Legal S.A.S,+573152184991,asistencialegal@apriorilegal.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Derecho Inmobiliario,"Calle 4 sur 43 A 195, Oficina 237, Medellín",NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
147,21,15,6,Jaramillo Castaño Inversiones S.A.S,+576042664533,cajara@une.net.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Avalúos,CALLE 3 SUR#43A-52 OFI 1108,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
148,21,15,6,Industrial Agrícola S.A.S,+576044441075,gharry@agrochiguiros.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Avalúos,Calle 34 No 43 - 66 Of 238 Centro Comercial San Diego,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
149,21,15,6,Arqum S.A.S,+576042667558,hmejia2@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Avalúos,CARRERA 79A # 45D - 144 APTO 201,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,8,,sin web accesible,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
150,21,15,6,Blanca Cecilia De La Inmaculada Perez Perez Con Establecimiento De Comercio Tavas Inmobiliaria S.A.S,+576044178569,tavasinmobiliaria@gmail.com,,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Avalúos,,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
151,21,15,6,Casa Real Estate Group S.A.S.,+573219323558,sebastidasmoreno@gmail.com,,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje,,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
152,21,15,6,Drc Valoración S.A.S,+573155035534,ricardoc@drcvaloracion.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Avalúos | Otros servicios,,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
153,21,15,6,Cordoba Arango Administraciones S.A.S.,+573175917850,servicioalcliente@caaph.co,https://cordobaarangoadministraciones.com/sitio/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal,Cra 43a #25 sur 73 ofc 300 mall villa grande,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
154,21,15,6,Arquitectura Y Valuación S.A.S,+573206062784,arquitecturayvaluacionsas@gmail.com,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Avalúos,,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email nominal,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
155,21,15,6,Proyectos Y Valoraciones S.A.S,+576044795114,comercial@proyectosyvaloraciones.com,http://www.proyectosyvaloraciones.com.co/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Avalúos,Calle 52A 47 - 19,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,no,0,0,0,0,6,,sin web accesible,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
156,19,21,14,Grupo Arke S.A.S.,+576043222321,info@grupoarke.com.co,http://www.grupoarke.com.co/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles,Cra 25 A # 1-31 Ofc 911 Ed. Parque Empresarial,sí,,,,,,,sí,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,12,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Meta Pixel activo; Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
157,19,21,14,Maxibienes S.A.S.,+576044162424,info@maxibienes.com,http://www.maxibienes.com/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,calle 44 # 71 22,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
158,19,21,14,Ascenso Inmobiliaria S.A.S,+573186498740,info@ascenso.co,http://www.ascenso.co/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Arrendamiento y administración de inmuebles,Calle 2 #20 - 50 Ofc 607 Edificio. Q Office,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
159,19,21,14,Arrendamientos E Inmobiliaria Alameda S.A.S,+576044116600,info@alamedainmobiliaria.com,http://www.alamedainmobiliaria.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · solo correo genérico,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Clle 44 # 70 - 65,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
