rank,score,razon_social,nit,municipios,categorias_gremio,telefono,email,direccion,web,web_viva,crm_detectado,wasi_plan,wasi_cliente_desde,fichas_publicadas,ventas_rango_cop,ventas_anio,patrimonio_neto_cop,forma_juridica,ciiu_actividad,meta_pixel,google_analytics,whatsapp_en_web,chat_automatizado,version_ingles,angulo_de_entrada,compite_con_diamond,pts_fit_tecnico,pts_capacidad_pago,pts_facturacion,pts_invierte_adq,pts_accesibilidad,pts_dolor,nota_fit,nota_tamano,nota_adquisicion,nota_acceso,telefono_rues,direccion_rues,fuente,fecha_captura
132,23,Houm Colombia S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573177403458,notificaciones@houm.com,Calle 69 # 7 A - 07 Apto 303,http://www.houm.co/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
133,23,Arrendamientos El Castillo S.A.S.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576042385343,admon@arrendamientoselcastillo.co,"Calle 30 A # 76 - 41 Segundo piso, Interior 201 parque de Belén",http://www.arrendamientoselcastillo.com.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
134,22,Makler Inmobiliarios S.A.S.,,Envigado,Corretaje | Avalúos,+573187189744,avaluos@maklerinmobiliarios.com,"CARRERA 48 # 20 34 OF 907, MEDELLíN",https://maklerinmobiliarios.com/,sí,ninguno,,,0,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,4,8,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
135,22,Unifianza S.A,,Medellín,Otros servicios,+576046046538,medellin@unifianza.com.co,Cr 19A No 90-13 Oficina 701,http://www.unifianza.com.co/,sí,ninguno,,,0,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,4,8,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
136,22,3 Sesenta Consultores S.A.S,,Envigado,Administración de propiedad horizontal,+576043362633,sgiraldo@3sesentaconsultores.com,Calle 24 #55-19 (Bello),http://www.3sesentaconsultores.com/,sí,ninguno,,,0,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,4,8,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
137,22,Administración Am S.A.S.,,Medellín,Administración de propiedad horizontal,+573146018322,asistente@administracionam.co,"Clle 12 # 31 - 143 Casa primer piso, Poblado Lalinde",https://administracionam.co/,sí,ninguno,,,0,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,4,8,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
138,22,Trazado Inmobiliario S.A.S,,Medellín,Avalúos,+576043227266,administracion@trazado.com.co,Cra 43B # 16-41 Ofc 1103 Ed. Staff,https://trazado.com.co/,sí,ninguno,,,0,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,4,8,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
139,21,Arrendamientos E Inmobiliaria Alameda S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044116600,info@alamedainmobiliaria.com,Clle 44 # 70 - 65,http://www.alamedainmobiliaria.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
140,21,Arrendamientos Promobienes Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576042500481,servicioalcliente@promobienes.co,Carrera 78 No 32 F 28,https://www.arrendamientospromobienes.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
141,21,Captamos Propiedad Raíz S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044480450,contacto@captamospropiedadraiz.com,Cra 51 # 50-39 Ed P.H Estación BerrÍo Ofic. 502,http://www.captamospropiedadraiz.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
142,21,Constructora Conconcreto S.A,,Medellín,Corretaje,+576042043707,totero@conconcreto.com,Carrera 43A No. 18 Sur-135 4to piso Sao Paulo Plaza,http://www.conconcreto.com/,sí,ninguno,,,1,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,3,0,0,8,,web propia sin CRM inmobiliario,1 fichas,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
143,21,Livin Inmobiliaria S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044444989,info@livinmobiliaria.com,Calle 10B # 36 - 41,http://www.livinmobiliaria.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
144,21,Su Propiedad Inmobiliaria Asociados S.A.S.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044440591,info@supropiedadinmobiliaria.com,Calle 10B # 36-07 Ofc 202,http://www.supropiedadinmobiliaria.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
145,21,Marketing Inmobiliaria S.A.S,,Envigado,Corretaje,+573113351017,administrativa@mkting.com.co,Calle 36 D SUR # 27A 105 Sala de Ventas ONE LIVING,http://www.mkting.com.co/,sí,ninguno,,,12,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,3,0,0,8,,web propia sin CRM inmobiliario,12 fichas,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
146,21,Gi- Abc S.A.S. Con Establecimiento De Comercio Abc Finca Raíz,,Medellín,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,+576042509883,contacto@abcfincaraiz.com,Cra 76 # 33A - 71 al lado de Servientrega,http://www.abcfincaraiz.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
147,21,Arrendamientos Villacruz S.A.S.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576042506000,info@arrendamientosvillacruz.com.co,"Clle 44 # 78 - 29 oficina, entre la america y laureles",http://www.arrendamientosvillacruz.com.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
148,21,Renta Raíz Soluciones Inmobiliarias S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576043227088,info@rentaraiz.com,Cra 43A # 27A Sur - 86 Centro Ejecutivo la Casona Ofc 146 - 147,https://www.rentaraiz.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
149,21,Todo Bienes Grupo Inmobiliario S.A.S,,Medellín,Arrendamiento y administración de inmuebles,+573023580293,info@todobienesgrupoinmobiliario.com,Calle 10 43c 22 oficina 106,http://todobienesgrupoinmobiliario.com/,sí,ninguno,,,0,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
150,21,Abelardoyepes S.A.S,,Medellín,Administración de propiedad horizontal,+576044483149,aosorno@abelardoyepes.com,calle 33 A # 81-81,http://www.abelardoyepes.com/,sí,ninguno,,,2,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,3,0,0,8,,web propia sin CRM inmobiliario,2 fichas,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
151,20,Toro Asset Capital S.A.S,,Medellín,Corretaje,+573122964688,gerencia@toroast.capital,"Calle 49b No. 64c - 35, Oficina 206 - Brasilia 3",http://toroast.capital/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
152,20,Seguros Villegas Ltda,,Medellín,Otros servicios,+576044445228,gerencia@segurosvillegas.com.co,"Carrera 43A # 5A - 113, Edificio one plaza oficina 309, Medellín, Colombia",http://www.segurosvillegas.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
153,20,Pgs Comercial S.A,,Medellín,Administración de propiedad horizontal,+576042667435,juanc.saldarriaga@pgscomercial.com,CRA 43 B NRO 16 80 OFC 704 ED DELTA,https://www.pgscomercial.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
154,20,Administraciones Inmobiliarias P.H. S.A.S.,,Medellín,Administración de propiedad horizontal,+576045603340,contacto@admonph.com,Cra 35 # 5G - 119 Edificio San Ángel - Medellín,https://www.admonph.com/,sí,ninguno,,,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,4,6,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
155,20,Symmetria S.A.S,,Medellín,Administración de propiedad horizontal,+573166820348,gerencia@symmetriasas.com,Cra. 65 # 45 - 20 Ofc. 322,http://symmetriasas.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
156,20,Francisco Ochoa Avalúos S.A.S,,Medellín,Avalúos,+576044446363,comercial@avaluosfo.com,CALLE 4# 18-220 INT 117,http://www.avaluosfo.com/,sí,ninguno,,,0,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,4,6,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
157,18,Showroom Luxe Inmobiliario S.A.S,,Envigado,Corretaje,+573014936161,gestion@srinmobiliario.com,DIAGONAL32C#34ESUR29,https://srinmobiliario.com/,sí,ninguno,,,0,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
158,18,Maestranza Gestión Inmobiliaria S.A.S,,Medellín,Corretaje,+576043229927,contabilidad@maestranza.co,"CRA 67 # 41A SUR 90, INT. 301",http://www.maestranza.com.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
159,18,Urbanismo Promotor Inmobiliario S.A.S.,,Medellín,Corretaje,+573003860744,majimaho@hotmail.com,Calle 65 #80 A 95 Edificio Ochenta avenida Int. 1601,http://www.urbanismopi.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
160,18,Proyecta In Inmobiliaria S.A.S,,Sabaneta,Corretaje,+573244753805,informacion@proyectain.com,Cra 25 39sir 15 Apto 1205,http://www.proyectain.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
161,18,Lina Te Guía S.A.S,,Medellín,Corretaje,+573124478637,lina@teguiagroup.com,Diagonal 29 D # 9 sur 97,http://www.linateguia.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
162,18,Tu Administración Y Abogados S.A.S.,,Medellín,Administración de propiedad horizontal | Corretaje,+573104676543,tuadmon@gmail.com,Cra 48 # 12 SUR 148 OFC 401 Centro profesional el crucero,http://www.tuadministracion.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
163,18,Arquitectura Y Vivienda S.A.S.,,Medellín,Corretaje,+573152216887,ventasarquitectura@gmail.com,Cra. 43 A # 63 SUR 120 Apto 1603,http://www.arquitecturayvivienda.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
164,18,Aceis S.A.S,,Medellín,Administración de propiedad horizontal,+576044483468,geranciadeestrategia@aceis.com.co,calle 5F No 30-101,http://aceis.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
165,18,Adquirir S.A.S,,Medellín,,+576044482047,rj@adquirir.com.co,Dg 58 19a 26,http://www.adquirir.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
166,18,Ingeniería Inmobiliaria S.A.S,,Medellín,,+576045603990,ingenieriainmobiliaria.sa@gmail.com,Km 17 Via las palmas Urb Valle Alto Casa 29,http://www.ingenieriainmobiliaria.com.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
167,18,Constructora Altos De La Abadía S.A.S.,,Medellín,,+576044486800,i.giraldo@verticeing.com,Calle 17 sur # 44-214,https://verticeing.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
168,18,Habitat Horizontal S.A.S.,,Medellín,Administración de propiedad horizontal,+573176448347,gloriaevilla@habitathorizontal.com,Cra 43A # 9 Sur - 91,http://www.habitathorizontal.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
169,18,Prinza S.A.S,,Medellín,,+576043220830,auxiliaradministrativa@prinza.com.co,"Cra. 65 # 8B 91 Terminal del Sur, Local 370",http://www.prinza.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
170,18,Avalprime S.A.S,,Medellín,Avalúos,+573103340220,gerencia.banca@avalprime.com.co,,https://avalprime.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email de decisor,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
171,18,Indirco S.A.S,,Medellín,Avalúos,+576044841188,margarita.zapata@indirco.com,Cra 43B # 16 - 41 Ofc.901 Edificio Staff - Barrio Manila el Poblado.,http://www.indirco.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
172,16,Trazos Urbanos S.A.S,,Medellín,Corretaje | Otros servicios,+576043228907,info@trazosurbanos.com.co,Carrera 38 No. 2Sur - 72 Loma Alejandría,http://www.trazosurbanos.com.co/,sí,ninguno,,,0,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
173,16,Valores Ingeniería Inmobiliaria S.A.S.,,Medellín,Corretaje | Avalúos,+576043228553,info@valores.com.co,CALLE 20A #77 - 15 APTO 1218,http://www.valores.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
174,16,Duque Simms Colombia S.A.S,,Envigado,Corretaje,+573006007843,info@duquesimms.com,"Av. Las Palmas km17, Envigado, Mall Indiana, oficina 229",http://duquesimms.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
175,16,Inversiones T.R.T S.A.S ( Informe Inmobiliario),,Medellín,Otros servicios,+576044481180,servicioalcliente@informeinmobiliario.com,calle 5a ·39-131,http://www.informeinmobiliario.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
176,16,Arco Construcciones E Ingeniería S.A.S,,Medellín,,+576045501715,info@arcoconstrucciones.com.co,Cra 79 # 41-22 Piso 3,http://www.arcoconstrucciones.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
177,16,Somos Administración En P.H. S.A.S.,,Medellín,Administración de propiedad horizontal,+576044484728,info@somosaph.com.co,Cra. 43 A # 1 - 85 Oficina 514 Edificio Banco caja social el Poblado,http://www.somosaph.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,no,10,0,0,0,6,,web propia sin CRM inmobiliario,,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
178,15,Arrendamientos Ayurá S.A,,Envigado,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576042766856,gerencia@arrendamientosayura.com,CALLE 37 SUR NRO 41-26 PISO 2,http://www.arrendamientosayura.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,10,,sin web accesible,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
179,15,Expertos Inmobiliarios Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576048154237,gerencia@expertosinmobiliarios.com.co,Calle 98 # 104 - 46,,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,10,,sin web accesible,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
180,13,Gen Inmobiliaria S.A.S,,Medellín,Arrendamiento y administración de inmuebles,+576044487104,dir.comercial@grupogen.com.co,Cra 43A No 1 Asur 267 of 304,http://www.geninmobiliaria.com.co/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
181,13,Arrendamientos Integridad S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576043422220,arrendamientosintegridad@hotmail.com,"Clle 30A # 77 - 06 Parque de Belen, Primer Piso",http://www.arrendamientosintegridad.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
182,13,Arrendamientos La 80 Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044113636,recepcionla80@gmail.com,Carrera 80 No 47 - 46 Int. 201,http://www.arrendamientosla80.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
183,13,Arrendamientos Y Constructora La Isabela Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044486400,arrendamientoslaisabela@hotmail.com,carrera 35 07-24 Of.102 Sector Provenza -Poblado,http://arrendamientoslaisabela.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
184,13,Bien Raíz S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044481220,bienraiz@bienraiz.co,Carrera 43E # 7D - 70,http://www.bienraiz.com.co/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
185,13,Colliers International Colombia S.A.S,,Medellín,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,+576045942333,sebastian.diaz@colliers.com,calle 45 a # 102 b 17,http://www.colliers.com/,NO,,,,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
